vendor,id,display_name,packaging,unit_price,unit_weight,thumbnail,url
Mercadona,3819,Plátano de Canarias IGP,Pieza,0.32,0.16,https://prod-mercadona.imgix.net/images/e4a37940916985bf5ca166e266580c37.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3819/platano-canarias-igp-pieza
Mercadona,3824,Banana,Pieza,0.26,0.18,https://prod-mercadona.imgix.net/images/69edef3541bbf3f4b7173c9d617a5698.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3824/banana-pieza
Mercadona,3132,Plátano macho,Pieza,0.87,0.3,https://prod-mercadona.imgix.net/images/c22baa2a17de06fbf8477ef25392b7ca.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3132/platano-macho-pieza
Mercadona,3313,Uva blanca sin semillas,Bandeja,2.55,0.5,https://prod-mercadona.imgix.net/images/7b5610514b8fc646d0a02def291b8b6d.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3313/uva-blanca-sin-semillas-bandeja
Mercadona,3321,Uva roja sin semillas,Bandeja,2.45,0.5,https://prod-mercadona.imgix.net/images/135c5523c4718645335dea06745a7021.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3321/uva-roja-sin-semillas-bandeja
Mercadona,3028,Manzana Golden,Pieza,0.44,0.21,https://prod-mercadona.imgix.net/images/0badb0be855ae3b5d11d4750b92c765b.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3028/manzana-golden-pieza
Mercadona,3269,Manzanas Golden,Bolsa,2.84,1.5,https://prod-mercadona.imgix.net/images/fff0b633705b0eb0bc77f9a5e1d45b3c.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3269/manzanas-golden-bolsa
Mercadona,3119,Pera Conferencia,Pieza,0.45,0.18,https://prod-mercadona.imgix.net/images/ee3e71e5011511764af6ba3edc41f4d2.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3119/pera-conferencia-pieza
Mercadona,3297,Peras Conferencia,Bandeja,2.69,1.5,https://prod-mercadona.imgix.net/images/51032a014399414f057b3020a930bf6b.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3297/peras-conferencia-bandeja
Mercadona,8177,Manzana roja dulce,Pieza,0.72,0.26,https://prod-mercadona.imgix.net/images/966d3b08efd621e942126a54e6b81ed4.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/8177/manzana-roja-dulce-pieza
Mercadona,8280,Manzanas rojas dulces,Bolsa,3.59,1.5,https://prod-mercadona.imgix.net/images/72af5bfc30fcadef171074b4e1a0f420.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/8280/manzanas-rojas-dulces-bolsa
Mercadona,3170,Pera Ercolina,Pieza,0.31,0.09,https://prod-mercadona.imgix.net/images/8da98219dea475bc1170fe49a9afcbdf.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3170/pera-ercolina-pieza
Mercadona,3021,Manzana Granny Smith,Pieza,0.40,0.19,https://prod-mercadona.imgix.net/images/06e8c47d7373ac738378135cc9787b6b.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3021/manzana-granny-smith-pieza
Mercadona,3267,Pera Rocha,Pieza,0.31,0.13,https://prod-mercadona.imgix.net/images/7be08c331cdd9aae806a258c5acc46af.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3267/pera-rocha-pieza
Mercadona,8175,Manzana roja acidulce,Pieza,0.60,0.25,https://prod-mercadona.imgix.net/images/52a4d34c92d6aeeb8c9a8892a3c8f769.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/8175/manzana-roja-acidulce-pieza
Mercadona,8268,Manzanas rojas acidulces,Bolsa,2.54,1.5,https://prod-mercadona.imgix.net/images/e28ec37958397dd959653170ab0757e0.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/8268/manzanas-rojas-acidulces-bolsa
Mercadona,3505.2,1/4 Sandía baja en semillas,1/4 Pieza,4.37,1.91,https://prod-mercadona.imgix.net/images/691e1274d514dac5d35bd5c952f8c1f6.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3505.2/14-sandia-baja-semillas-14-pieza
Mercadona,3505.1,Media sandía baja en semillas,1/2 Pieza,8.72,3.81,https://prod-mercadona.imgix.net/images/6f968b5212959c76552ae95c4fd8b619.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3505.1/media-sandia-baja-semillas-12-pieza
Mercadona,3529,Sandía baja en semillas,Pieza,15.77,7.2,https://prod-mercadona.imgix.net/images/5a83042e3754877c18b14e2cbf64a973.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3529/sandia-baja-semillas-pieza
Mercadona,3515,Medio melón piel de sapo,1/2 Pieza,3.93,1.88,https://prod-mercadona.imgix.net/images/2d034c1b80642d033f7b5aecd3fb8269.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3515/medio-melon-piel-sapo-12-pieza
Mercadona,3506,Melón piel de sapo,Pieza,7.37,3.9,https://prod-mercadona.imgix.net/images/bd4459355f58bc265a2c6720b688e3c3.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3506/melon-piel-sapo-pieza
Mercadona,3236,Limones,Malla,1.55,1.0,https://prod-mercadona.imgix.net/images/464898f33342e516d67642570227c2eb.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3236/limones-malla
Mercadona,3210,Limón,Pieza,0.39,0.21,https://prod-mercadona.imgix.net/images/c5c512407bc265ae901a3b8efc24ac23.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3210/limon-pieza
Mercadona,3238,Mandarina,Pieza,0.28,0.14,https://prod-mercadona.imgix.net/images/f7c744eeadc68f28645c55dac23a136c.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3238/mandarina-pieza
Mercadona,30501,Mandarinas,Bandeja,3.14,1.5,https://prod-mercadona.imgix.net/images/95edb6c60f13f4f6c82648ebb2aaeaff.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/30501/mandarinas-bandeja
Mercadona,5504,Mandarina,Malla,3.58,2.0,https://prod-mercadona.imgix.net/images/ca3f19b4c44cd788dde3a603a204ba5c.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/5504/mandarina-malla
Mercadona,3235,Naranja para mesa,Pieza,0.74,0.39,https://prod-mercadona.imgix.net/images/0e0431fbcd08dac4b7df7dd034760193.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3235/naranja-mesa-pieza
Mercadona,3277,Naranjas,Malla,4.47,3.0,https://prod-mercadona.imgix.net/images/45e9468a6928470c2fef4b286fab0ccd.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3277/naranjas-malla
Mercadona,3485,Naranjas,Malla,4.95,5.0,https://prod-mercadona.imgix.net/images/9fdc8778c8dab255cc4431327d56d0f4.jpeg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3485/naranjas-malla
Mercadona,3202,Pomelo,Pieza,0.94,0.47,https://prod-mercadona.imgix.net/images/df502e5ff7cbbc260bfb2a4ae2a2a583.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3202/pomelo-pieza
Mercadona,3897,Lima,Pieza,0.32,0.08,https://prod-mercadona.imgix.net/images/4ef3578443aaca373093fd54c4c0c822.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3897/lima-pieza
Mercadona,3820,Kiwi verde,Pieza,0.30,0.12,https://prod-mercadona.imgix.net/images/32214f2eedbb801a0275c14de2fc7ff6.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3820/kiwi-verde-pieza
Mercadona,3832,Kiwis verdes,Bandeja,2.88,1.0,https://prod-mercadona.imgix.net/images/9c08be85d7f7fc1375935f5a09fb896d.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3832/kiwis-verdes-bandeja
Mercadona,3830,Aguacate,Pieza,1.05,0.2,https://prod-mercadona.imgix.net/images/5bdb23b103ea75a34562a3bdf877024b.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3830/aguacate-pieza
Mercadona,3858,Aguacates,Bandeja,2.69,0.55,https://prod-mercadona.imgix.net/images/7d8aa2c77ec2f1adcd38326afd410e31.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3858/aguacates-bandeja
Mercadona,3076,Piña,Pieza,3.57,1.87,https://prod-mercadona.imgix.net/images/9dd42248e51d82317d3e48eaa166d56e.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3076/pina-pieza
Mercadona,3291,Media piña,1/2 Pieza,1.94,0.92,https://prod-mercadona.imgix.net/images/a4ba7837d43abf0cc90574f3156f1e69.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3291/media-pina-12-pieza
Mercadona,3840,Guacamole Hacendado,Tarrina,3.59,0.5,https://prod-mercadona.imgix.net/images/5c3a7d00a6c79339f48bae00593089ed.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3840/guacamole-hacendado-95-aguacate-fresco-tarrina
Mercadona,3852,Guacamole Hacendado,Tarrina,1.75,0.2,https://prod-mercadona.imgix.net/images/534186c0a94952f5b363f467580cf747.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3852/guacamole-hacendado-95-aguacate-fresco-tarrina
Mercadona,60440,Mango,Pieza,2.34,0.51,https://prod-mercadona.imgix.net/images/f47e1e1a341aeff7588ef9170a7f3907.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/60440/mango-pieza
Mercadona,3024,Piña natural a rodajas,Bote,2.90,0.5,https://prod-mercadona.imgix.net/images/447329070430fee9d487dd3124975cb8.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3024/pina-natural-rodajas-bote
Mercadona,3026,Papaya,Pieza,2.50,0.5,https://prod-mercadona.imgix.net/images/be90b5c21a33468b8fc4de8b9542e425.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3026/papaya-pieza
Mercadona,3715,Fresón,Bandeja,2.70,0.5,https://prod-mercadona.imgix.net/images/541f9e28e57b2897041f060d5fe17728.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3715/freson-bandeja
Mercadona,3716,Fresón,Bandeja,4.29,1.0,https://prod-mercadona.imgix.net/images/0133c5b35e6f79038021ce47377a808e.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3716/freson-bandeja
Mercadona,5500,Frambuesa,Bandeja,2.50,0.17,https://prod-mercadona.imgix.net/images/858b62aa463cb52a02d3fc82c3f33b2f.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/5500/frambuesa-bandeja
Mercadona,3704,Moras,Bandeja,2.39,0.125,https://prod-mercadona.imgix.net/images/3080ee40a50e7bb84c039bfa6e39b1ad.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3704/moras-bandeja
Mercadona,5501,Arándanos,Vaso,2.99,0.225,https://prod-mercadona.imgix.net/images/a367ac3b20f085088d1750cb83edb8f5.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/5501/arandanos-vaso
Mercadona,5507,Arándanos,Tarrina,6.25,0.5,https://prod-mercadona.imgix.net/images/e229d0d57c3523527163fe2c8133db69.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/5507/arandanos-tarrina
Mercadona,68130,Lechuga Iceberg,Pieza,0.99,1.0,https://prod-mercadona.imgix.net/images/e047afab489d1c6a9ffc9e7da122ce3f.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/68130/lechuga-iceberg-pieza
Mercadona,69706,Ensalada mezcla 4 estaciones,Paquete,0.72,0.25,https://prod-mercadona.imgix.net/images/521b7ea477692d5b5ae5835f2aea842c.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69706/ensalada-mezcla-4-estaciones-compuesta-lechuga-iceberg-zanahoria-col-lombarda-paquete
Mercadona,69121,Lechugas corazón romana,Paquete,1.63,2.0,https://prod-mercadona.imgix.net/images/f073d57203d1d5b93f0aa0b07f5b1f3a.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69121/lechugas-corazon-romana-paquete
Mercadona,69757,Ensalada mezcla brotes tiernos,Paquete,1.15,0.1,https://prod-mercadona.imgix.net/images/77a9cc89e7a3c57a49e23a71517e4796.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69757/ensalada-mezcla-brotes-tiernos-compuesta-brotes-batavia-roja-verde-lollo-rojo-rucula-espinaca-baby-paquete
Mercadona,69719,Canónigos,Paquete,1.14,0.125,https://prod-mercadona.imgix.net/images/f0e683ae77cdd6372eaafd6420cc0171.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69719/canonigos-paquete
Mercadona,69670,Lechuga iceberg,Paquete,0.86,0.25,https://prod-mercadona.imgix.net/images/580c669243865a140be58304751de37b.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69670/lechuga-iceberg-paquete
Mercadona,69744,Ensalada mezcla gourmet,Paquete,1.02,0.175,https://prod-mercadona.imgix.net/images/898858daf3420ea3c25faafc2a5fe30e.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69744/ensalada-mezcla-gourmet-compuesta-escarola-rizada-radicchio-canonigos-paquete
Mercadona,69581,Cogollos de lechuga,Paquete,1.12,3.0,https://prod-mercadona.imgix.net/images/f21a3360ecdc0517846ba3ad76d5382c.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69581/cogollos-lechuga-paquete
Mercadona,69122,Lechuga corazón romana,Paquete,1.15,1.0,https://prod-mercadona.imgix.net/images/ecea548419831d3cfa93562fbe38f8f6.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69122/lechuga-corazon-romana-paquete
Mercadona,69591,Endibias,Bandeja,1.65,0.45,https://prod-mercadona.imgix.net/images/0b2f0449ace358bbf088184b7fd2dbbb.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69591/endibias-bandeja
Mercadona,69810,Ensalada mezcla brotes tiernos maxi,Paquete,1.59,0.175,https://prod-mercadona.imgix.net/images/11ebbe4d020f773396a255d3ba44b2e0.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69810/ensalada-mezcla-brotes-tiernos-maxi-compuesto-batavia-roja-verde-lollo-rojo-espinacas-rucula-paquete
Mercadona,69741,Ensalada mezcla gourmet maxi,Paquete,1.66,0.3,https://prod-mercadona.imgix.net/images/2aa44688b2029f177fc8dd0de8767234.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69741/ensalada-mezcla-gourmet-maxi-compuesta-escarola-rizada-canonigos-achicoria-paquete
Mercadona,69840,Ensalada mezcla tierna,Paquete,1.20,0.15,https://prod-mercadona.imgix.net/images/2a015ff6ee9a146c2d74715dbcd14685.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69840/ensalada-mezcla-tierna-compuesta-lechuga-hoja-roble-verde-brotes-lechuga-batavia-roja-lechuga-trocadero-paquete
Mercadona,69753,Rúcula,Paquete,0.79,0.05,https://prod-mercadona.imgix.net/images/83a2c7a099eeace37c9fd9081cfc8e76.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69753/rucula-paquete
Mercadona,69582,Cogollos corazón de lechuga,Paquete,1.98,6.0,https://prod-mercadona.imgix.net/images/cb2638ddbf275db6fb076609ecfc7766.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69582/cogollos-corazon-lechuga-paquete
Mercadona,69703,Ensalada mezcla primavera,Paquete,0.96,0.2,https://prod-mercadona.imgix.net/images/d852827390098975287e27a902c825a4.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69703/ensalada-mezcla-primavera-compuesta-escarola-lisa-escarola-rizada-achicoria-paquete
Mercadona,69697,Ensalada mezcla dúo canónigos y rúcula,Paquete,1.30,0.1,https://prod-mercadona.imgix.net/images/e19c6f11f297a4d73bfbf4c34e353a98.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69697/ensalada-mezcla-duo-canonigos-rucula-paquete
Mercadona,69750,Ensalada mezcla fresca,Paquete,1.11,0.2,https://prod-mercadona.imgix.net/images/02b98d0450bbb65d89668cb93904c5ff.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69750/ensalada-mezcla-fresca-compuesta-escarola-rizada-col-lombarda-rucula-espinacas-lechuga-lollo-rosso-paquete
Mercadona,69114,Lechuga hoja roble,Paquete,1.30,1.0,https://prod-mercadona.imgix.net/images/76053a23da820d699b8ee7bd4a288131.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69114/lechuga-hoja-roble-paquete
Mercadona,69720,Escarola rizada,Paquete,1.20,0.15,https://prod-mercadona.imgix.net/images/8e83fdc477ba5ab98324eafe41ba35ea.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69720/escarola-rizada-paquete
Mercadona,68233,Escarola rizada,Paquete,1.74,1.0,https://prod-mercadona.imgix.net/images/0519eae2b26f56f98a5e95a6c2a6f669.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/68233/escarola-rizada-paquete
Mercadona,69984,Espinaca baby,Paquete,1.11,0.1,https://prod-mercadona.imgix.net/images/035d190b46ffb4c1d984c4d529aed916.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69984/espinaca-baby-paquete
Mercadona,69435,Lechuga romana cortada,Paquete,1.15,0.2,https://prod-mercadona.imgix.net/images/de27c05991934ccea736560b54d21694.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69435/lechuga-romana-cortada-paquete
Mercadona,69746,Ensalada César,Bol,2.39,0.21,https://prod-mercadona.imgix.net/images/158f0388b1ff1f91211b574b2ebafee3.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69746/ensalada-cesar-compuesta-mezcla-hortalizas-pollo-queso-salsa-cesar-picatostes-incluye-tenedor-bol
Mercadona,69714,Ensalada California,Bol,2.29,0.192,https://prod-mercadona.imgix.net/images/1182ea57b81fb00434ee9cac02972af7.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69714/ensalada-california-compuesta-mezcla-hortalizas-frescas-nueces-picatostes-bacon-cebolla-frita-uvas-pasas-salsa-miel-mostaza-incluye-tenedor-bol
Mercadona,69850,Wraps Texas,Bol,2.99,0.3,https://prod-mercadona.imgix.net/images/04bf395b4de971f2f72125fd108b4a4c.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69850/wraps-texas-compuesto-hortalizas-frescas-pollo-queso-salsa-tortillas-trigo-incluye-tenedor-bol
Mercadona,69756,Ensalada de la casa,Bol,2.10,0.4,https://prod-mercadona.imgix.net/images/7722adf3467e6e3a913fb64289673952.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69756/ensalada-casa-compuesta-escarola-lisa-achicoria-escarola-rizada-maiz-dulce-tomate-cherry-zanahoria-aceitunas-verdes-bol
Mercadona,69742,Ensalada mil islas,Bol,2.55,0.33,https://prod-mercadona.imgix.net/images/9c176b74242a32da83d530bd9a33e983.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69742/ensalada-mil-islas-compuesta-lechuga-iceberg-escarola-lisa-surimi-col-blanca-zanahoria-maiz-salsa-rosa-incluye-tenedor-bol
Mercadona,69872,Ensalada ensatún,Bol,2.49,0.25,https://prod-mercadona.imgix.net/images/d90a20ad3e45b63ae278f9700c9fe117.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69872/ensalada-ensatun-compuesta-zanahoria-mozzarella-aceitunas-verdes-lechuga-iceberg-lechuga-hoja-roble-maiz-atun-aceite-vegetal-tomate-cherry-aceite-sal-vinagre-incluye-tenedor-bol
Mercadona,69884,Ensalada jamón,Bol,2.49,0.215,https://prod-mercadona.imgix.net/images/16a202a352a201d77763ad9632b5c1e9.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69884/ensalada-jamon-compuesta-jamon-curado-queso-curado-picatostes-con-tomate-oregano-aceite-sal-vinagre-incluye-tenedor-bol
Mercadona,69461,Ensalada de pasta,Bol,2.49,0.25,https://prod-mercadona.imgix.net/images/f689dbcd5894de71024ca4706f0dfaaa.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69461/ensalada-pasta-compuesta-pasta-fiambre-jamon-pavo-salsa-yogur-incluye-tenedor-bol
Mercadona,69474,Ensalada queso de cabra,Bol,2.79,0.135,https://prod-mercadona.imgix.net/images/ba4ed40c4ad629b070b2c21726a23fed.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69474/ensalada-queso-cabra-compuesta-brotes-manzana-queso-cabra-frutos-secos-vinagreta-balsamica-incluye-tenedor-bol
Mercadona,60221,Ensalada de pasta Listo para Comer,Bol,4.00,0.34,https://prod-mercadona.imgix.net/images/c12f5312e85aaeee9af258d77b1f2575.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/60221/ensalada-pasta-listo-comer-compuesta-atun-huevo-cocido-surimi-mix-queso-cebolla-bol
Mercadona,69066,Patata,Pieza,0.48,0.24,https://prod-mercadona.imgix.net/images/df649ff24352a75b9e4e741de8533ba2.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69066/patata-pieza
Mercadona,69166,Patatas,Malla,4.90,3.0,https://prod-mercadona.imgix.net/images/f6cc8ef3532225e5f557e79c5f6cf3f1.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69166/patatas-malla
Mercadona,69098,Patatas rojas,Malla,3.65,2.0,https://prod-mercadona.imgix.net/images/122ad85222ab6ab9500ff8bbcc5b6edd.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69098/patatas-rojas-malla
Mercadona,69099,Patatas,Malla,6.49,5.0,https://prod-mercadona.imgix.net/images/709deb32cc5a546568c6bad5cf300a28.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69099/patatas-malla
Mercadona,69386,Patatas guarnición,Malla,2.45,1.0,https://prod-mercadona.imgix.net/images/a00e010ac2628fa5a1dd7c7f561cd472.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69386/patatas-guarnicion-malla
Mercadona,69239,Batata,Pieza,0.71,0.34,https://prod-mercadona.imgix.net/images/d2f081ceb21aa87495fd96ca88f0b3e7.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69239/batata-pieza
Mercadona,69448,Patatas especial para freir,Malla,3.75,2.0,https://prod-mercadona.imgix.net/images/b1cececc091434e8adde6ce44c92e079.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69448/patatas-especial-freir-malla
Mercadona,69173,Yuca,Pieza,2.06,0.77,https://prod-mercadona.imgix.net/images/3c82a0206ba8e480e6b24eba31eae9d8.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69173/yuca-pieza
Mercadona,69139,Cebollas tiernas,Manojo,1.29,1.0,https://prod-mercadona.imgix.net/images/3bbcca66baefa5c56bae00a07ca106f1.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69139/cebollas-tiernas-manojo
Mercadona,69079,Cebollas,Malla,3.85,2.0,https://prod-mercadona.imgix.net/images/c8d94c6563bfadc845df944fe483bfca.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69079/cebollas-malla
Mercadona,69089,Cebollas,Malla,2.39,1.0,https://prod-mercadona.imgix.net/images/d950590e426dca5e9531e1ff2809edb4.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69089/cebollas-malla
Mercadona,69297,Ajos morados,Malla,1.55,0.25,https://prod-mercadona.imgix.net/images/6aef4488c873e4b8519b57151be424f3.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69297/ajos-morados-malla
Mercadona,69155,Cebollas dulces,Malla,2.44,1.0,https://prod-mercadona.imgix.net/images/3475cee1b1d471cac93d94f90d601a57.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69155/cebollas-dulces-sabor-suave-malla
Mercadona,69632,Ajo tierno,Manojo,2.35,0.2,https://prod-mercadona.imgix.net/images/4bef6d2a978a4932c9ce337cc6da08c9.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69632/ajo-tierno-manojo
Mercadona,69162,Cebollas rojas,Malla,1.45,0.5,https://prod-mercadona.imgix.net/images/8285fa6f80ced45d544f8013b72fe799.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69162/cebollas-rojas-malla
Mercadona,69695,Ajo negro dientes pelados,Tarrina,4.45,0.085,https://prod-mercadona.imgix.net/images/aafe7d3532da499662ffc624e4cd05e4.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69695/ajo-negro-dientes-pelados-tarrina
Mercadona,40475,Picada de ajo y Perejil,Bandeja,1.45,0.1,https://prod-mercadona.imgix.net/images/d9ecb7eadbd75125403d793a7d5e4136.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/40475/picada-ajo-perejil-bandeja
Mercadona,69937,Tomate ensalada,Pieza,0.46,0.2,https://prod-mercadona.imgix.net/images/ccb2b42ba2bb6a7b692dac6101074709.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69937/tomate-ensalada-pieza
Mercadona,69968,Tomate canario,Pieza,0.37,0.19,https://prod-mercadona.imgix.net/images/a80465f28148c351b28802d12d5e5a38.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69968/tomate-canario-pieza
Mercadona,69912,Tomate pera,Pieza,0.24,0.12,https://prod-mercadona.imgix.net/images/81e5188f5a00f6210c4becaaeb2fbad8.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69912/tomate-pera-pieza
Mercadona,69975,Tomates pera,Bandeja,2.09,1.0,https://prod-mercadona.imgix.net/images/4c49ad43f84adb17d7bc8f3bd05148b9.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69975/tomates-pera-bandeja
Mercadona,69930,Tomates cherry pera kumato,Bandeja,1.55,0.3,https://prod-mercadona.imgix.net/images/e32742ccdb83ff850cb8acbe09145369.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69930/tomates-cherry-pera-kumato-bandeja
Mercadona,69990,Tomates cherry,Bandeja,1.95,0.5,https://prod-mercadona.imgix.net/images/67f3a44f9dc0f1a9c5389c86ec5ac8b6.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69990/tomates-cherry-bandeja
Mercadona,69414,Tomates cherry en rama Dulcita,Bandeja,2.26,0.2,https://prod-mercadona.imgix.net/images/2ab1d29071350f27f27b9b3b08129da4.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69414/tomates-cherry-rama-dulcita-bandeja
Mercadona,69976,Tomates kumato negro,Bandeja,2.59,1.0,https://prod-mercadona.imgix.net/images/9dcdcd3905a23003d0033161674abf16.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69976/tomates-kumato-negro-bandeja
Mercadona,69971,Tomates,Malla,3.70,2.0,https://prod-mercadona.imgix.net/images/1f7c573e8ca26a34766e270bd2bb765e.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69971/tomates-malla
Mercadona,69935,Tomate kumato negro,Pieza,0.27,0.1,https://prod-mercadona.imgix.net/images/4ddfc8d54e0b86c8a7c98dae1398edc1.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69935/tomate-kumato-negro-pieza
Mercadona,69938,Tomate rallado,Tarrina,1.39,0.29,https://prod-mercadona.imgix.net/images/edf5605eb1003a3a335d8cc26dcb45f9.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69938/tomate-rallado-tarrina
